"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"20879","Carl Thomas","Carl","Thomas","Philadelphia","PA","USA","1897-03-02","Pennsylvania",NA,NA,NA,NA,"T-E-BB-FB","10-May",195,"10/30/1962","Philadelphia","PA",NA,1961,1970,9,39.9525839,-75.1652215
"20880","Carlton Thomas","Carlton","Thomas","Portsmouth","VA","USA","11/25/1963","Elizabeth City St.",NA,NA,NA,NA,"DB","Jun-00",200,NA,NA,NA,NA,1961,1970,9,43.0717552,-70.7625532
"20881","Charlie Thomas","Charlie","Thomas","Houston","TX","USA","11/27/1948","Tennessee St.",NA,NA,NA,NA,"RB","9-May",180,NA,NA,NA,NA,1961,1970,9,29.7604267,-95.3698028
"20882","Chris Thomas","Chris","Thomas","Ventura","CA","USA","7/16/1971","Cal Poly-San Luis Obispo",NA,NA,NA,NA,"WR","Jun-00",185,NA,NA,NA,NA,1961,1970,9,34.2804923,-119.2945199
"20883","Chuck Thomas","Chuck","Thomas","Houston","TX","USA","12/24/1960","Oklahoma","Houston Oilers","8th","199th",1985,"C","3-Jun",277,NA,NA,NA,NA,1961,1970,9,29.7604267,-95.3698028
"20884","Clendon Thomas","Clendon","Thomas","Oklahoma City","OK","USA","12/28/1935","Oklahoma","Los Angeles Rams","2nd","19th",1958,"DB-E-FL-HB","2-Jun",196,NA,NA,NA,NA,1961,1970,9,35.4675602,-97.5164276
"20885","Corey Thomas","Corey","Thomas","Wilson","NC","USA","6/6/1975","Duke",NA,NA,NA,NA,"WR","Jun-00",174,NA,NA,NA,NA,1961,1970,9,37.0404423,-95.6406409
"20886","Cornell Thomas","Cornell","Thomas","Livingston","NJ","USA","11/11/1972","West Georgia",NA,NA,NA,NA,"DE","3-Jun",250,NA,NA,NA,NA,1961,1970,9,40.7862871,-74.3300842
"20887","Curtland Thomas","Curtland","Thomas","St. Louis","MO","USA","2/19/1962","Missouri","Washington Redskins","12th","335th",1984,"WR","Jun-00",185,NA,NA,NA,NA,1961,1970,9,38.6270025,-90.1994042
"20889","Damon Thomas","Damon","Thomas","Clovis","CA","USA","12/15/1970","Wayne State (NE)",NA,NA,NA,NA,"WR","2-Jun",215,NA,NA,NA,NA,1961,1970,9,34.4047987,-103.2052272
"20891","Dave Thomas","Dave","Thomas","Miami","FL","USA","8/25/1968","Tennessee","Dallas Cowboys","8th","203rd",1993,"DB","3-Jun",213,NA,NA,NA,NA,1961,1970,9,25.7616798,-80.1917902
"20892","David Thomas","David","Thomas","Plainview","TX","USA","7/5/1983","Texas","New England Patriots","3rd","86th",2006,"TE","3-Jun",240,NA,NA,NA,NA,1961,1970,9,40.7764882,-73.4673454
"20893","Dee Thomas","Dee","Thomas","Morgan City","LA","USA","11/7/1967","Nicholls St.","Houston Oilers","10th","264th",1990,"DB","10-May",176,NA,NA,NA,NA,1961,1970,9,29.6993748,-91.20677
"20894","Demaryius Thomas","Demaryius","Thomas","Montrose","GA","USA","12/25/1987","Georgia Tech","Denver Broncos","1st","22nd",2010,"WR","3-Jun",229,NA,NA,NA,NA,1961,1970,9,29.7427249,-95.3991907
"20895","Derrick Thomas","Derrick","Thomas","Miami","FL","USA","1/1/1967","Alabama","Kansas City Chiefs","1st","4th",1989,"LB","3-Jun",243,"2/8/2000","Miami","FL",NA,1961,1970,9,25.7616798,-80.1917902
"20896","Derrick L. Thomas","Derrick","L.","Paducah","KY","USA","3/8/1965","Arkansas",NA,NA,NA,NA,"RB","Jun-00",232,NA,NA,NA,NA,1961,1970,9,37.0833893,-88.6000478
"20897","Devin Thomas","Devin","Thomas","Ann Arbor","MI","USA","11/15/1986","Michigan St.","Washington Redskins","2nd","34th",2008,"WR","2-Jun",215,NA,NA,NA,NA,1961,1970,9,42.2808256,-83.7430378
"20898","Donald Thomas","Donald","Thomas","West Haven","CT","USA","9/25/1985","Connecticut","Miami Dolphins","6th","195th",2008,"G","3-Jun",295,NA,NA,NA,NA,1961,1970,9,41.2705484,-72.9469711
"20899","Donnie Thomas","Donnie","Thomas","Michigan City","IN","USA","3/12/1953","Indiana","New England Patriots","11th","298th",1976,"LB","2-Jun",245,NA,NA,NA,NA,1961,1970,9,41.7075394,-86.8950297
"20900","Dontarrious Thomas","Dontarrious","Thomas","Perry","AL","USA","9/2/1980","Auburn","Minnesota Vikings","2nd","48th",2004,"LB","2-Jun",241,NA,NA,NA,NA,1961,1970,9,36.2894855,-97.2880983
"20901","Doug Thomas","Doug","Thomas","Rockingham","NC","USA","9/18/1969","Clemson","Seattle Seahawks","2nd","51st",1991,"WR","10-May",178,NA,NA,NA,NA,1961,1970,9,34.9393201,-79.7739457
"20902","Duane Thomas","Duane","Thomas","Dallas","TX","USA","6/21/1947","West Texas A&M","Dallas Cowboys","1st","23rd",1970,"RB","1-Jun",220,NA,NA,NA,NA,1961,1970,9,32.7766642,-96.7969879
"20903","Earl Thomas","Earl","Thomas","Greenville","TX","USA","10/4/1948","Houston","Chicago Bears","6th","135th",1971,"WR-TE","3-Jun",224,NA,NA,NA,NA,1961,1970,9,34.8526176,-82.3940104
"20904","Earl Thomas","Earl","Thomas","Orange","TX","USA","5/7/1989","Texas","Seattle Seahawks","1st","14th",2010,"DB","10-May",208,NA,NA,NA,NA,1961,1970,9,37.3366655,-95.031581
"20905","Earlie Thomas","Earlie","Thomas","Denton","TX","USA","12/11/1945","Colorado St.","New York Jets","11th","280th",1970,"DB","1-Jun",190,NA,NA,NA,NA,1961,1970,9,33.2148412,-97.1330683
"20906","Ed Thomas","Ed","Thomas","New Orleans","LA","USA","5/4/1966","Houston",NA,NA,NA,NA,"TE","3-Jun",240,NA,NA,NA,NA,1961,1970,9,29.9510658,-90.0715323
"20907","Edward Thomas","Edward","Thomas","Thomasville","GA","USA","9/27/1974","Georgia Southern",NA,NA,NA,NA,"LB","1-Jun",230,NA,NA,NA,NA,1961,1970,9,38.8842653,-94.6672736
"20908","Emmitt Thomas","Emmitt","Thomas","Angleton","TX","USA","6/3/1943","Bishop",NA,NA,NA,NA,"DB","2-Jun",192,NA,NA,NA,NA,1961,1970,9,29.16941,-95.4318847
"20909","Enid Thomas","Enid","Thomas","Clairton","PA","USA","1897-01-28","Slippery Rock",NA,NA,NA,NA,"WB-BB-TB","8-May",170,"10/2/1968",NA,NA,NA,1961,1970,9,40.292292,-79.881715
"20910","Eric Thomas","Eric","Thomas","Tucson","AZ","USA","9/11/1964","Tulane","Cincinnati Bengals","2nd","49th",1987,"DB","11-May",184,NA,NA,NA,NA,1961,1970,9,32.2226066,-110.9747108
"20911","Fred Thomas","Fred","Thomas","Bruce","MS","USA","9/11/1973","Miss. Valley St.","Seattle Seahawks","2nd","47th",1996,"DB","9-May",184,NA,NA,NA,NA,1961,1970,9,37.2248982,-95.7099399
"20912","Garth Thomas","Garth","Thomas","Bellevue","WA","USA","11/26/1963","Washington",NA,NA,NA,NA,"G","3-Jun",260,NA,NA,NA,NA,1961,1970,9,47.6101497,-122.2015159
"20913","Gene Thomas","Gene","Thomas","Barberton","OH","USA","9/1/1942","Florida A&M",NA,NA,NA,NA,"RB","1-Jun",210,"8/27/1993","Independence"," MO",NA,1961,1970,9,41.012833,-81.6051221
"20914","George Thomas","George","Thomas","Fairland","OK","USA","3/4/1928","Oklahoma","Washington Redskins","1st","6th",1950,"HB-DB","1-Jun",183,"5/23/1989","Scottsdale","AL",NA,1961,1970,9,39.0762197,-76.9577534
"20915","George Thomas","George","Thomas","Riverside","CA","USA","7/11/1964","UNLV","Atlanta Falcons","6th","138th",1988,"WR","9-May",169,NA,NA,NA,NA,1961,1970,9,33.9806005,-117.3754942
"20916","Henry Thomas","Henry","Thomas","Houston","TX","USA","1/12/1965","LSU","Minnesota Vikings","3rd","72nd",1987,"DT-NT","2-Jun",277,NA,NA,NA,NA,1961,1970,9,29.7604267,-95.3698028
"20917","Henry L. Thomas","Henry","L.","Richmond","TX","USA","2/12/1964","Texas St.",NA,NA,NA,NA,"G","2-Jun",275,NA,NA,NA,NA,1961,1970,9,37.5407246,-77.4360481
"20918","Hollis Thomas","Hollis","Thomas","Abilene","TX","USA","1/10/1974","Northern Illinois",NA,NA,NA,NA,"DT","Jun-00",306,NA,NA,NA,NA,1961,1970,9,32.4487364,-99.7331439
"20919","Ike Thomas","Ike","Thomas","Newton","LA","USA","11/4/1947","Bishop","Dallas Cowboys","2nd","51st",1971,"DB-WR","2-Jun",193,NA,NA,NA,NA,1961,1970,9,37.09024,-95.712891
"20920","J.T. Thomas","J.T.","Thomas","Macon","GA","USA","4/22/1951","Florida St.","Pittsburgh Steelers","1st","24th",1973,"DB","2-Jun",196,NA,NA,NA,NA,1961,1970,9,32.8406946,-83.6324022
"20921","J.T. Thomas","J.T.","Thomas","San Bernardino","CA","USA","7/11/1971","Arizona St.","St. Louis Rams","7th","240th",1995,"WR","10-May",180,NA,NA,NA,NA,1961,1970,9,34.1083449,-117.2897652
"20923","Jaimie Thomas","Jaimie","Thomas","Harrisburg","PA","USA","8/24/1986","Maryland","Indianapolis Colts","7th","236th",2009,"G","4-Jun",330,NA,NA,NA,NA,1961,1970,9,40.2731911,-76.8867008
"20924","Jason Thomas","Jason","Thomas","Savannah","GA","USA","6/10/1977","South Carolina","San Diego Chargers","7th","222nd",2000,"G","3-Jun",300,NA,NA,NA,NA,1961,1970,9,32.0808989,-81.091203
"20925","Jesse Thomas","Jesse","Thomas","Guthrie","OK","USA","5/23/1928","Michigan St.","New York Yanks","10th","119th",1951,"DB","10-May",180,"5/16/2012","Columbia","MD",NA,1961,1970,9,35.878937,-97.4253185
"20926","Jewerl Thomas","Jewerl","Thomas","Hanford","CA","USA","9/10/1957","UCLA","Los Angeles Rams","3rd","58th",1980,"RB","10-May",230,NA,NA,NA,NA,1961,1970,9,46.5506839,-119.4889741
"20928","Jimmy Thomas","Jimmy","Thomas","Greenville","TX","USA","8/17/1947","Texas-Arlington","San Francisco 49ers","6th","146th",1969,"RB-WR","2-Jun",214,NA,NA,NA,NA,1961,1970,9,34.8526176,-82.3940104
"20929","Joe Thomas","Joe","Thomas","Lafayette","LA","USA","3/25/1963","Miss. Valley St.","Denver Broncos","9th","244th",1986,"WR","11-May",175,NA,NA,NA,NA,1961,1970,9,30.2240897,-92.0198427
"20930","Joe Thomas","Joe","Thomas","Brookfield","WI","USA","12/4/1984","Wisconsin","Cleveland Browns","1st","3rd",2007,"T","7-Jun",311,NA,NA,NA,NA,1961,1970,9,40.7127168,-74.0152824
"20931","Joey Thomas","Joey","Thomas","Seattle","WA","USA","8/29/1980","Washington","Green Bay Packers","3rd","70th",2004,"DB","1-Jun",195,NA,NA,NA,NA,1961,1970,9,47.6062095,-122.3320708
"20932","John Thomas","John","Thomas","Ochyeyedan","IA","USA","2/13/1900","Jamestown",NA,NA,NA,NA,"FB","1-Jun",188,"8/19/1977","Woodstock","IL",NA,1961,1970,9,43.4178725,-95.5346906
"20933","John Thomas","John","Thomas","Tyler","TX","USA","1/25/1935","Pacific","San Francisco 49ers","23rd","272nd",1957,"G-T-LB","4-Jun",246,NA,NA,NA,NA,1961,1970,9,32.3512601,-95.3010624
"20934","John Thomas","John","Thomas","Cincinnati","OH","USA","3/6/1964","Toledo",NA,NA,NA,NA,"T","4-Jun",280,NA,NA,NA,NA,1961,1970,9,39.1031182,-84.5120196
"20935","Johnny Thomas","Johnny","Thomas","Houston","TX","USA","8/3/1964","Baylor","Washington Redskins","7th","192nd",1987,"DB","9-May",188,NA,NA,NA,NA,1961,1970,9,29.7604267,-95.3698028
"20936","Josh Thomas","Josh","Thomas","Plymouth","MA","USA","6/26/1981","Syracuse",NA,NA,NA,NA,"DE","5-Jun",271,NA,NA,NA,NA,1961,1970,9,41.9584457,-70.6672621
"20939","Kelly Thomas","Kelly","Thomas","Lynwood","CA","USA","9/9/1960","USC","Tampa Bay Buccaneers","4th","99th",1983,"T","6-Jun",270,NA,NA,NA,NA,1961,1970,9,33.930293,-118.2114603
"20940","Ken Thomas","Ken","Thomas","Hanford","CA","USA","2/11/1960","San Jose St.","Kansas City Chiefs","7th","173rd",1983,"RB","9-May",211,"11/13/2002","Independence","MO",NA,1961,1970,9,46.5506839,-119.4889741
"20941","Kevin Thomas","Kevin","Thomas","Tucson","AZ","USA","7/27/1964","Arizona St.",NA,NA,NA,NA,"C","2-Jun",268,NA,NA,NA,NA,1961,1970,9,32.2226066,-110.9747108
"20942","Kevin Thomas","Kevin","Thomas","Phoenix","AZ","USA","7/28/1978","UNLV","Buffalo Bills","6th","176th",2002,"DB","Jun-00",182,NA,NA,NA,NA,1961,1970,9,33.4483771,-112.0740373
"20944","Kiwaukee Thomas","Kiwaukee","Thomas","Warner Robins","GA","USA","6/19/1977","Georgia Southern","Jacksonville Jaguars","5th","159th",2000,"DB","11-May",192,NA,NA,NA,NA,1961,1970,9,32.6130007,-83.624201
"20945","Lamar Thomas","Lamar","Thomas","Ocala","FL","USA","2/12/1970","Miami (FL)","Tampa Bay Buccaneers","3rd","60th",1993,"WR","1-Jun",175,NA,NA,NA,NA,1961,1970,9,29.1871986,-82.1400923
"20946","Lavale Thomas","Lavale","Thomas","Los Angeles","CA","USA","12/12/1963","Fresno St.",NA,NA,NA,NA,"RB","Jun-00",205,NA,NA,NA,NA,1961,1970,9,34.0522342,-118.2436849
"20947","Lee Thomas","Lee","Thomas","Karnack","TX","USA","3/12/1946","Wiley",NA,NA,NA,NA,"DE","5-Jun",246,NA,NA,NA,NA,1961,1970,9,32.668078,-94.1707038
"20948","Lynn Thomas","Lynn","Thomas","Pascagoula","MS","USA","7/9/1959","Pittsburgh","San Francisco 49ers","5th","121st",1981,"DB","11-May",181,NA,NA,NA,NA,1961,1970,9,30.3657552,-88.5561272
"20949","Marcus Thomas","Marcus","Thomas","Yokosuka",NA,"Japan","9/23/1985","Florida","Denver Broncos","4th","121st",2007,"DT","3-Jun",314,NA,NA,NA,NA,1961,1970,9,35.2813412,139.6722005
"20950","Marcus Thomas","Marcus","Thomas","Phoenix","AZ","USA","5/28/1984","Texas-El Paso","San Diego Chargers","5th","166th",2008,"RB","2-Jun",215,NA,NA,NA,NA,1961,1970,9,33.4483771,-112.0740373
"20951","Mark Thomas","Mark","Thomas","Lilburn","GA","USA","5/6/1969","North Carolina St.","San Francisco 49ers","4th","89th",1992,"DE","5-Jun",272,NA,NA,NA,NA,1961,1970,9,33.8901036,-84.1429719
"20952","Mark D. Thomas","Mark","D.","Kinston","NC","USA","4/26/1976","North Carolina St.",NA,NA,NA,NA,"TE","4-Jun",252,NA,NA,NA,NA,1961,1970,9,35.2626635,-77.5816353
"20953","Marvin Thomas","Marvin","Thomas","Bay Minette","AL","USA","10/19/1973","Memphis","Chicago Bears","7th","233rd",1997,"DE","5-Jun",264,NA,NA,NA,NA,1961,1970,9,30.8829628,-87.7730474
"20954","Mike Thomas","Mike","Thomas","Greenville","TX","USA","7/17/1953","Oklahoma","Washington Redskins","5th","108th",1975,"RB","11-May",190,NA,NA,NA,NA,1961,1970,9,34.8526176,-82.3940104
"20955","Mike Thomas","Mike","Thomas","Bossier City","LA","USA","6/4/1987","Arizona","Jacksonville Jaguars","4th","107th",2009,"WR","8-May",187,NA,NA,NA,NA,1961,1970,9,32.5159852,-93.7321228
"20956","Norris Thomas","Norris","Thomas","Inverness","MS","USA","5/3/1954","Southern Miss","Miami Dolphins","9th","257th",1976,"DB","Jun-00",180,NA,NA,NA,NA,1961,1970,9,57.477773,-4.224721
"20957","Orlando Thomas","Orlando","Thomas","Crowley","LA","USA","10/21/1972","La-Lafayette","Minnesota Vikings","2nd","42nd",1995,"DB","1-Jun",222,NA,NA,NA,NA,1961,1970,9,30.3377411,-81.6311485
"20958","Pat Thomas","Pat","Thomas","Plano","TX","USA","9/1/1954","Texas A&M","Los Angeles Rams","2nd","39th",1976,"DB","9-May",183,NA,NA,NA,NA,1961,1970,9,33.0198431,-96.6988856
"20959","Pat Thomas","Pat","Thomas","Miami","FL","USA","1/26/1983","North Carolina St.","Jacksonville Jaguars","6th","194th",2005,"LB","2-Jun",243,NA,NA,NA,NA,1961,1970,9,25.7616798,-80.1917902
"20961","Pierre Thomas","Pierre","Thomas","Chicago","IL","USA","12/18/1984","Illinois",NA,NA,NA,NA,"RB","11-May",210,NA,NA,NA,NA,1961,1970,9,41.8781136,-87.6297982
"20962","Ralph Thomas","Ralph","Thomas","Kenosha","WI","USA","12/6/1927","San Francisco",NA,NA,NA,NA,"E-DE","11-May",190,NA,NA,NA,NA,1961,1970,9,42.5847425,-87.8211854
"20963","Randy Thomas","Randy","Thomas","East Point","GA","USA","1/19/1976","Mississippi St.","New York Jets","2nd","57th",1999,"G","5-Jun",306,NA,NA,NA,NA,1961,1970,9,33.6795531,-84.4393724
"20964","Ratcliff Thomas","Ratcliff","Thomas","Alexandria","VA","USA","1/2/1974","Maryland",NA,NA,NA,NA,"LB","Jun-00",240,NA,NA,NA,NA,1961,1970,9,38.8048355,-77.0469214
"20965","Rex Thomas","Rex","Thomas","Weatherford","OK","USA","1/14/1901","Tulsa",NA,NA,NA,NA,"WB-FB-TB-HB","9-May",174,NA,NA,NA,NA,1961,1970,9,36.059268,-95.923228
"20966","Ricky Thomas","Ricky","Thomas","Eglin AFB","FL","USA","3/29/1965","Alabama",NA,NA,NA,NA,"DB","Jun-00",185,NA,NA,NA,NA,1961,1970,9,30.4635583,-86.5533382
"20967","Robb Thomas","Robb","Thomas","Portland","OR","USA","3/29/1966","Oregon St.","Kansas City Chiefs","6th","143rd",1989,"WR","11-May",175,NA,NA,NA,NA,1961,1970,9,45.5122308,-122.6587185
"20968","Robert Thomas","Robert","Thomas","Little Rock","AR","USA","12/1/1974","Henderson St.",NA,NA,NA,NA,"FB-LB","1-Jun",270,NA,NA,NA,NA,1961,1970,9,34.7464809,-92.2895948
"20969","Robert W. Thomas","Robert","W.","El Centro","CA","USA","7/17/1980","UCLA","St. Louis Rams","1st","31st",2002,"LB","1-Jun",237,NA,NA,NA,NA,1961,1970,9,32.792,-115.5630514
"20970","Rodell Thomas","Rodell","Thomas","Quincy","FL","USA","8/2/1958","Alabama St.",NA,NA,NA,NA,"LB","2-Jun",225,NA,NA,NA,NA,1961,1970,9,42.2528772,-71.0022705
"20971","Rodney Thomas","Rodney","Thomas","Trinity","TX","USA","3/30/1973","Texas A&M","Houston Oilers","3rd","89th",1995,"RB","10-May",210,NA,NA,NA,NA,1961,1970,9,37.0361559,-95.6305148
"20972","Rodney L. Thomas","Rodney","L.","Los Angeles","CA","USA","12/21/1965","BYU","Miami Dolphins","5th","126th",1988,"DB","10-May",190,NA,NA,NA,NA,1961,1970,9,34.0522342,-118.2436849
"20973","Russ Thomas","Russ","Thomas","Griffithsville","WV","USA","7/24/1924","Ohio St.","Detroit Lions","3rd","22nd",1946,"T","3-Jun",237,"3/19/1991","Naples","FL",NA,1961,1970,9,38.2387052,-81.9892984
"20974","Santonio Thomas","Santonio","Thomas","South Bay","FL","USA","7/2/1981","Miami (FL)",NA,NA,NA,NA,"DT","4-Jun",305,NA,NA,NA,NA,1961,1970,9,33.8798386,-118.3812562
"20975","Sean Thomas","Sean","Thomas","Sacramento","CA","USA","4/12/1962","TCU","Cincinnati Bengals","3rd","70th",1985,"DB","11-May",190,NA,NA,NA,NA,1961,1970,9,38.5815719,-121.4943996
"20977","Skip Thomas","Skip","Thomas","Higginsville","MO","USA","2/7/1950","USC","Oakland Raiders","7th","176th",1972,"DB","1-Jun",205,"7/24/2011","Kansas City","MO",NA,1961,1970,9,39.0725121,-93.7171621
"20978","Sloan Thomas","Sloan","Thomas","Clarksville","TN","USA","12/22/1981","Texas","Houston Texans","7th","211th",2004,"WR","2-Jun",200,NA,NA,NA,NA,1961,1970,9,36.5297706,-87.3594528
"20979","Speedy Thomas","Speedy","Thomas","Houston","TX","USA","4/13/1947","Utah","Cincinnati Bengals","3rd","57th",1969,"WR-FL","1-Jun",170,NA,NA,NA,NA,1961,1970,9,29.7604267,-95.3698028
"20980","Spencer Thomas","Spencer","Thomas","Kansas City","KS","USA","3/9/1951","Washburn",NA,NA,NA,NA,"DB","2-Jun",185,NA,NA,NA,NA,1961,1970,9,39.0997265,-94.5785667
"20981","Stan Thomas","Stan","Thomas","El Centro","CA","USA","10/28/1968","Texas","Chicago Bears","1st","22nd",1991,"T","5-Jun",295,NA,NA,NA,NA,1961,1970,9,32.792,-115.5630514
"20982","Terrell Thomas","Terrell","Thomas","Los Angeles County","CA","USA","1/8/1985","USC","New York Giants","2nd","63rd",2008,"DB","1-Jun",197,NA,NA,NA,NA,1961,1970,9,34.0522265,-118.2436596
"20983","Thurman Thomas","Thurman","Thomas","Houston","TX","USA","5/16/1966","Oklahoma St.","Buffalo Bills","2nd","40th",1988,"RB","10-May",200,NA,NA,NA,NA,1961,1970,9,29.7604267,-95.3698028
"20984","Todd Thomas","Todd","Thomas","Mankato","MN","USA","12/2/1959","North Dakota","Kansas City Chiefs","5th","124th",1981,"C","5-Jun",261,"3/5/2000","Houston","TX",NA,1961,1970,9,44.1635775,-93.9993996
"20985","Tra Thomas","Tra","Thomas","DeLand","FL","USA","11/20/1974","Florida St.","Philadelphia Eagles","1st","11th",1998,"T","7-Jun",349,NA,NA,NA,NA,1961,1970,9,29.028318,-81.3031179
"20986","Tre Thomas","Tre","Thomas","Houston","TX","USA","7/12/1975","Texas",NA,NA,NA,NA,"DB","2-Jun",216,NA,NA,NA,NA,1961,1970,9,29.7604267,-95.3698028
"20989","William Thomas","William","Thomas","Amarillo","TX","USA","8/13/1968","Texas A&M","Philadelphia Eagles","4th","104th",1991,"LB","2-Jun",223,NA,NA,NA,NA,1961,1970,9,35.2219971,-101.8312969
"20991","Zach Thomas","Zach","Thomas","Pampa","TX","USA","9/1/1973","Texas Tech","Miami Dolphins","5th","154th",1996,"LB","11-May",230,NA,NA,NA,NA,1961,1970,9,35.5361559,-100.9598709
"20992","Rich Thomaselli","Rich","Thomaselli","Follansbee","WV","USA","2/26/1957","West Virginia Wesleyan",NA,NA,NA,NA,"RB","1-Jun",199,NA,NA,NA,NA,1961,1970,9,40.3275693,-80.5959065
"20993","Bobby Thomason","Bobby","Thomason","Birmingham","AL","USA","3/26/1928","VMI","Los Angeles Rams","1st","7th",1949,"QB","1-Jun",196,NA,NA,NA,NA,1961,1970,9,33.5185892,-86.8103567
"20994","Jeff Thomason","Jeff","Thomason","San Diego","CA","USA","12/30/1969","Oregon",NA,NA,NA,NA,"TE","5-Jun",255,NA,NA,NA,NA,1961,1970,9,32.715738,-117.1610838
"20996","Stumpy Thomason","Stumpy","Thomason","Atlanta","GA","USA","2/24/1906","Georgia Tech",NA,NA,NA,NA,"B","7-May",189,"4/20/1989","Thomasville","NC",NA,1961,1970,9,33.7489954,-84.3879824
"20997","Leon Thomasson","Leon","Thomasson","Dayton","OH","USA","6/20/1963","Texas Southern",NA,NA,NA,NA,"DB","11-May",190,NA,NA,NA,NA,1961,1970,9,39.7589478,-84.1916069
"20998","Chris Thome","Chris","Thome","St. Cloud","MN","USA","1/15/1969","Minnesota","Minnesota Vikings","5th","119th",1991,"C","4-Jun",278,NA,NA,NA,NA,1961,1970,9,45.5579451,-94.1632404
"21000","Alvie Thompson","Alvie","Thompson","Cambridge","NE","USA","1/27/1901","Lombard",NA,NA,NA,NA,"T-G","3-Jun",210,NA,NA,NA,NA,1961,1970,9,52.205337,0.121817
"21001","Anthony Thompson","Anthony","Thompson","Stantonsburg","NC","USA","6/19/1967","East Carolina","Denver Broncos","10th","275th",1990,"LB","1-Jun",227,NA,NA,NA,NA,1961,1970,9,35.6068258,-77.8233139
"21002","Anthony Thompson","Anthony","Thompson","Terre Haute","IN","USA","4/8/1967","Indiana","Phoenix Cardinals","2nd","31st",1990,"RB","11-May",207,NA,NA,NA,NA,1961,1970,9,39.4667034,-87.4139092
"21003","Arland Thompson","Arland","Thompson","Lockney","TX","USA","9/19/1957","Baylor","Chicago Bears","4th","103rd",1980,"G","4-Jun",265,NA,NA,NA,NA,1961,1970,9,34.1245183,-101.4415521
"21004","Aundra Thompson","Aundra","Thompson","Dallas","TX","USA","1/2/1953","Texas A&M-Commerce","Green Bay Packers","5th","132nd",1976,"WR-RB","1-Jun",186,NA,NA,NA,NA,1961,1970,9,32.7766642,-96.7969879
"21005","Bennie Thompson","Bennie","Thompson","New Orleans","LA","USA","2/10/1963","Grambling St.",NA,NA,NA,NA,"DB","Jun-00",210,NA,NA,NA,NA,1961,1970,9,29.9510658,-90.0715323
"21007","Bill Thompson","Bill","Thompson","Greenville","SC","USA","10/10/1946","Md-Eastern Shore","Denver Broncos","3rd","61st",1969,"DB","1-Jun",201,NA,NA,NA,NA,1961,1970,9,34.8526176,-82.3940104
"21008","Bob Thompson","Bob","Thompson","Hollywood","FL","USA","9/9/1962","Youngstown St.","New Orleans Saints","6th","142nd",1986,"WR","9-May",170,NA,NA,NA,NA,1961,1970,9,34.0928092,-118.3286614
"21009","Bobby Thompson","Bobby","Thompson","Minden","LA","USA","3/30/1939","Arizona","Detroit Lions","3rd","38th",1962,"DB","11-May",188,NA,NA,NA,NA,1961,1970,9,52.2964919,8.8949206
"21010","Bobby Thompson","Bobby","Thompson","Raleigh","NC","USA","1/16/1947","Oklahoma",NA,NA,NA,NA,"RB","11-May",195,NA,NA,NA,NA,1961,1970,9,35.7795897,-78.6381787
"21013","Broderick Thompson","Broderick","Thompson","Birmingham","AL","USA","8/14/1960","Kansas",NA,NA,NA,NA,"T-G","5-Jun",295,"2/4/2002","Boulder City","NV",NA,1961,1970,9,33.5185892,-86.8103567
"21014","Chaun Thompson","Chaun","Thompson","Mount Pleasant","TX","USA","5/22/1980","West Texas A&M","Cleveland Browns","2nd","52nd",2003,"LB","2-Jun",250,NA,NA,NA,NA,1961,1970,9,32.8323225,-79.8284258
"21015","Chris Thompson","Chris","Thompson","New Orleans","LA","USA","5/19/1982","Nicholls St.","Jacksonville Jaguars","5th","150th",2004,"DB","Jun-00",187,NA,NA,NA,NA,1961,1970,9,29.9510658,-90.0715323
"21018","Craig Thompson","Craig","Thompson","Hartsville","SC","USA","1/13/1969","North Carolina A&T","Cincinnati Bengals","5th","115th",1992,"TE","2-Jun",244,NA,NA,NA,NA,1961,1970,9,34.3740431,-80.0734005
"21019","Darrell Thompson","Darrell","Thompson","Rochester","MN","USA","11/23/1967","Minnesota","Green Bay Packers","1st","19th",1990,"RB","Jun-00",215,NA,NA,NA,NA,1961,1970,9,43.1565779,-77.6088465
"21021","Dave Thompson","Dave","Thompson","Langdale","AL","USA","2/1/1949","Clemson","Detroit Lions","2nd","30th",1971,"T-C-G","4-Jun",270,NA,NA,NA,NA,1961,1970,9,33.7533563,-84.3871925
"21022","David Thompson","David","Thompson","Okmulgee","OK","USA","1/13/1975","Oklahoma St.",NA,NA,NA,NA,"RB","8-May",196,NA,NA,NA,NA,1961,1970,9,35.6266957,-95.9515399
"21023","Del Thompson","Del","Thompson","Kermit","TX","USA","2/21/1958","Texas","Kansas City Chiefs","5th","130th",1982,"RB","Jun-00",203,NA,NA,NA,NA,1961,1970,9,31.8576265,-103.0926652
"21025","Derrius Thompson","Derrius","Thompson","Dallas","TX","USA","7/5/1977","Baylor",NA,NA,NA,NA,"WR","2-Jun",220,NA,NA,NA,NA,1961,1970,9,32.7766642,-96.7969879
"21026","Dominique Thompson","Dominique","Thompson","Fort Polk","LA","USA","12/28/1982","William & Mary",NA,NA,NA,NA,"WR","1-Jun",190,NA,NA,NA,NA,1961,1970,9,31.0465776,-93.2054396
