"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"3263","Jon Carman","Jon","Carman","Sterling","VA","USA","1/14/1976","Georgia Tech",NA,NA,NA,NA,"T","7-Jun",335,NA,NA,NA,NA,1937,1938,1,37.09024,-95.712891
"3264","Al Carmichael","Al","Carmichael","Boston","MA","USA","11/10/1928","USC","Green Bay Packers","1st","7th",1953,"HB","1-Jun",200,NA,NA,NA,NA,1937,1938,1,42.3600825,-71.0588801
"3265","Harold Carmichael","Harold","Carmichael","Jacksonville","FL","USA","9/22/1949","Southern","Philadelphia Eagles","7th","161st",1971,"WR-TE","8-Jun",225,NA,NA,NA,NA,1937,1938,1,30.3321838,-81.655651
"3266","Paul Carmichael","Paul","Carmichael","Inglewood","CA","USA","8/28/1944","El Camino Col. (CA)",NA,NA,NA,NA,"HB","Jun-00",200,NA,NA,NA,NA,1937,1938,1,33.9616801,-118.3531311
"3269","Ray Carnelly","Ray","Carnelly","Beaver Falls","PA","USA","8/11/1916","Carnegie Mellon","Brooklyn Dodgers","14th","125th",1939,"HB","2-Jun",190,"11/14/2002","Orange","TX",NA,1937,1938,1,40.7520097,-80.3192295
"3270","Art Carney","Art","Carney","New York","NY","USA","9/23/1900","Navy",NA,NA,NA,NA,"G-E","2-Jun",230,"3/24/1962","Bronxville","NY",NA,1937,1938,1,40.7127753,-74.0059728
"3271","Chuck Carney","Chuck","Carney","Chicago","IL","USA","8/25/1900","Illinois",NA,NA,NA,NA,"T-G","1-Jun",190,"9/5/1984","Manchester","MA",NA,1937,1938,1,41.8781136,-87.6297982
"3272","John Carney","John","Carney","Hartford","CT","USA","4/20/1964","Notre Dame",NA,NA,NA,NA,"K","11-May",180,NA,NA,NA,NA,1937,1938,1,41.7658043,-72.6733723
"3273","Brett Carolan","Brett","Carolan","San Rafael","CA","USA","3/16/1971","Washington St.",NA,NA,NA,NA,"TE","3-Jun",241,NA,NA,NA,NA,1937,1938,1,37.9735346,-122.5310874
"3274","Reggie Carolan","Reggie","Carolan","San Rafael","CA","USA","10/25/1939","Idaho","Los Angeles Rams","8th","102nd",1961,"TE","6-Jun",236,"1/2/1983","San Rafael","CA",NA,1937,1938,1,37.9735346,-122.5310874
"3275","J.C. Caroline","J.C.","Caroline","Warrenton","GA","USA","1/17/1933","Illinois","Chicago Bears","7th","82nd",1956,"DB-HB","Jun-00",185,NA,NA,NA,NA,1937,1938,1,38.7134516,-77.7952712
"3276","Joe Carollo","Joe","Carollo","Wyandotte","MI","USA","3/25/1940","Notre Dame","Los Angeles Rams","2nd","16th",1962,"T","2-Jun",265,NA,NA,NA,NA,1937,1938,1,42.2142064,-83.1499239
"3277","Roger Caron","Roger","Caron","Boston","MA","USA","6/3/1962","Harvard","Indianapolis Colts","5th","117th",1985,"T","5-Jun",282,NA,NA,NA,NA,1937,1938,1,42.3600825,-71.0588801
"3279","Joe Carpe","Joe","Carpe","Westville","IL","USA","1/23/1903","Millikin",NA,NA,NA,NA,"T-E-C","Jun-00",197,"11/3/1977","Quincy","MA",NA,1937,1938,1,40.7418156,-74.0000472
"3280","Bobby Carpenter","Bobby","Carpenter","Lancaster","OH","USA","8/1/1983","Ohio St.","Dallas Cowboys","1st","18th",2006,"LB","3-Jun",255,NA,NA,NA,NA,1937,1938,1,40.0378755,-76.3055144
"3281","Brian Carpenter","Brian","Carpenter","Flint","MI","USA","11/27/1960","Michigan","Dallas Cowboys","4th","101st",1982,"DB","10-May",167,NA,NA,NA,NA,1937,1938,1,43.0125274,-83.6874562
"3282","Dan Carpenter","Dan","Carpenter","Omaha","NE","USA","11/25/1985","Montana",NA,NA,NA,NA,"K","2-Jun",216,NA,NA,NA,NA,1937,1938,1,41.2565369,-95.9345034
"3283","Dwaine Carpenter","Dwaine","Carpenter","Pinehurst","NC","USA","11/4/1976","North Carolina A&T",NA,NA,NA,NA,"DB","1-Jun",203,NA,NA,NA,NA,1937,1938,1,35.1954345,-79.4694767
"3284","Jack Carpenter","Jack","Carpenter","Kansas City","MO","USA","7/29/1923","Columbia","Chi/Pit Cards/Steelers","15th","143rd",1944,"T","Jun-00",240,"10/16/2005","Honolulu","HI",NA,1937,1938,1,39.0997265,-94.5785667
"3286","Keion Carpenter","Keion","Carpenter","Baltimore","MD","USA","10/31/1977","Virginia Tech",NA,NA,NA,NA,"DB","11-May",205,NA,NA,NA,NA,1937,1938,1,39.2903848,-76.6121893
"3287","Ken Carpenter","Ken","Carpenter","Seaside","OR","USA","2/26/1926","Oregon St.","Cleveland Browns","1st","13th",1950,"HB-FL","Jun-00",195,"1/28/2011","Seaside","OR",NA,1937,1938,1,30.3216504,-86.1429286
"3288","Lew Carpenter","Lew","Carpenter","Hayti","MO","USA","1/12/1932","Arkansas","Detroit Lions","8th","97th",1953,"HB-FB","1-Jun",220,"11/14/2010","San Marcos","TX",NA,1937,1938,1,36.233679,-89.7495272
"3289","Preston Carpenter","Preston","Carpenter","Hayti","MO","USA","1/24/1934","Arkansas","Cleveland Browns","1st","13th",1956,"E-HB","2-Jun",190,"6/30/2011","Tulsa","OK",NA,1937,1938,1,36.233679,-89.7495272
"3290","Rob Carpenter","Rob","Carpenter","Lancaster","OH","USA","4/20/1955","Miami (OH)","Houston Oilers","3rd","84th",1977,"RB","1-Jun",224,NA,NA,NA,NA,1937,1938,1,40.0378755,-76.3055144
"3291","Rob Carpenter","Rob","Carpenter","Amityville","NY","USA","8/1/1968","Notre Dame","Cincinnati Bengals","4th","109th",1991,"WR","2-Jun",190,NA,NA,NA,NA,1937,1938,1,40.6789893,-73.4170673
"3292","Ron Carpenter","Ron","Carpenter","High Point","NC","USA","6/24/1948","North Carolina St.","Cincinnati Bengals","2nd","32nd",1970,"DT-DE","4-Jun",261,NA,NA,NA,NA,1937,1938,1,35.9556923,-80.0053176
"3293","Ron Carpenter","Ron","Carpenter","Cincinnati","OH","USA","1/20/1970","Miami (OH)",NA,NA,NA,NA,"DB","1-Jun",189,NA,NA,NA,NA,1937,1938,1,39.1031182,-84.5120196
"3294","Ron D. Carpenter","Ron","D.","Marshall","TX","USA","9/2/1941","Texas A&M","San Diego Chargers","12th","96th",1964,"LB","2-Jun",230,NA,NA,NA,NA,1937,1938,1,36.0674332,-95.774913
"3296","Steve Carpenter","Steve","Carpenter","Staunton","IL","USA","1/22/1958","West. Illinois",NA,NA,NA,NA,"DB","2-Jun",195,NA,NA,NA,NA,1937,1938,1,38.149576,-79.0716958
"3297","Brandon Carr","Brandon","Carr","Flint","MI","USA","5/19/1986","Grand Valley St.","Kansas City Chiefs","5th","140th",2008,"DB","Jun-00",207,NA,NA,NA,NA,1937,1938,1,43.0125274,-83.6874562
"3298","Carl Carr","Carl","Carr","South Boston","VA","USA","3/26/1964","North Carolina","New York Jets","10th","272nd",1986,"LB","3-Jun",230,NA,NA,NA,NA,1937,1938,1,42.3381437,-71.0475773
"3299","Charley Carr","Charley","Carr","Otsego","MI","USA","1/21/1904","West. Michigan",NA,NA,NA,NA,"B","10-May",175,"11/1/1976","Marshall","MI",NA,1937,1938,1,45.2741314,-93.5913501
"3300","Chetti Carr","Chetti","Carr","Enid","OK","USA","1/1/1963","Central Oklahoma",NA,NA,NA,NA,"DB","9-May",185,NA,NA,NA,NA,1937,1938,1,36.3955891,-97.8783911
"3301","Chris Carr","Chris","Carr","Reno","NV","USA","4/30/1983","Boise St.",NA,NA,NA,NA,"DB","10-May",180,NA,NA,NA,NA,1937,1938,1,39.5296329,-119.8138027
"3302","David Carr","David","Carr","Bakersfield","CA","USA","7/21/1979","Fresno St.","Houston Texans","1st","1st",2002,"QB","3-Jun",215,NA,NA,NA,NA,1937,1938,1,35.3732921,-119.0187125
"3304","Earl Carr","Earl","Carr","Tallahassee","FL","USA","1/22/1955","Florida","St. Louis Cardinals","5th","124th",1978,"RB","Jun-00",224,NA,NA,NA,NA,1937,1938,1,30.4382559,-84.2807329
"3306","Fred Carr","Fred","Carr","Phoenix","AZ","USA","8/19/1946","Texas-El Paso","Green Bay Packers","1st","5th",1968,"LB","5-Jun",238,NA,NA,NA,NA,1937,1938,1,33.4483771,-112.0740373
"3307","Gregg Carr","Gregg","Carr","Birmingham","AL","USA","3/31/1962","Auburn","Pittsburgh Steelers","6th","160th",1985,"LB","2-Jun",219,NA,NA,NA,NA,1937,1938,1,33.5185892,-86.8103567
"3308","Harlan Carr","Harlan","Carr","Union Springs","NY","USA","4/30/1903","Syracuse",NA,NA,NA,NA,"WB-QB","10-May",165,"10/24/1970","Auburn","NY",NA,1937,1938,1,42.8397906,-76.6932818
"3309","Henry Carr","Henry","Carr","Detroit","MI","USA","11/27/1942","Arizona St.","New York Giants","4th","43rd",1965,"DB","3-Jun",190,NA,NA,NA,NA,1937,1938,1,42.331427,-83.0457538
"3310","Jimmy Carr","Jimmy","Carr","Kayford","WV","USA","3/25/1933","Charleston (WV)",NA,NA,NA,NA,"DB-LB-HB","1-Jun",206,"8/13/2012","Fishers","IN",NA,1937,1938,1,38.015663,-81.4520553
"3311","Levert Carr","Levert","Carr","Birmingham","AL","USA","6/30/1944","North Central",NA,NA,NA,NA,"T-G-DT","2-Jun",273,NA,NA,NA,NA,1937,1938,1,33.5185892,-86.8103567
"3312","Lydell Carr","Lydell","Carr","Enid","OK","USA","5/27/1965","Oklahoma","New Orleans Saints","4th","106th",1988,"RB","1-Jun",226,NA,NA,NA,NA,1937,1938,1,36.3955891,-97.8783911
"3313","Paul Carr","Paul","Carr","Los Angeles","CA","USA","9/4/1931","Houston","San Francisco 49ers","7th","82nd",1953,"DB-LB","Jun-00",205,"2/18/2006","Onalaska","TX",NA,1937,1938,1,34.0522342,-118.2436849
"3314","Reggie Carr","Reggie","Carr","Meridian","MS","USA","2/17/1963","Jackson St.",NA,NA,NA,NA,"DE","3-Jun",300,NA,NA,NA,NA,1937,1938,1,37.09024,-95.712891
"3315","Roger Carr","Roger","Carr","Seminole","OK","USA","7/1/1952","Louisiana Tech","Baltimore Colts","1st","24th",1974,"WR","3-Jun",200,NA,NA,NA,NA,1937,1938,1,28.7131688,-81.2078164
"3316","Tom Carr","Tom","Carr","Philadelphia","PA","USA","4/6/1942","Morgan St.","Baltimore Colts","20th","305th",1966,"DT","4-Jun",264,NA,NA,NA,NA,1937,1938,1,39.9525839,-75.1652215
"3318","Alphonso Carreker","Alphonso","Carreker","Columbus","OH","USA","5/25/1962","Florida St.","Green Bay Packers","1st","12th",1984,"DE","6-Jun",268,NA,NA,NA,NA,1937,1938,1,39.9611755,-82.9987942
"3319","Vince Carreker","Vince","Carreker","Columbus","OH","USA","8/21/1963","Central State (OH)",NA,NA,NA,NA,"DB","Jun-00",183,NA,NA,NA,NA,1937,1938,1,39.9611755,-82.9987942
"3320","Duane Carrell","Duane","Carrell","Washington","DC","USA","10/3/1949","Florida St.",NA,NA,NA,NA,"P","10-May",185,NA,NA,NA,NA,1937,1938,1,47.7510741,-120.7401385
"3321","John Carrell","John","Carrell","Amarillo","TX","USA","12/19/1942","Texas Tech","Pittsburgh Steelers","15th","199th",1965,"LB","3-Jun",227,NA,NA,NA,NA,1937,1938,1,35.2219971,-101.8312969
"3323","Mark Carrier","Mark","Carrier","Lafayette","LA","USA","10/28/1965","Nicholls St.","Tampa Bay Buccaneers","3rd","57th",1987,"WR","Jun-00",186,NA,NA,NA,NA,1937,1938,1,30.2240897,-92.0198427
"3324","Mark A. Carrier","Mark","A.","Lake Charles","LA","USA","4/28/1968","USC","Chicago Bears","1st","6th",1990,"DB","1-Jun",192,NA,NA,NA,NA,1937,1938,1,30.2265949,-93.2173758
"3325","Adam Carriker","Adam","Carriker","Hastings","NE","USA","5/6/1984","Nebraska","St. Louis Rams","1st","13th",2007,"DE","6-Jun",296,NA,NA,NA,NA,1937,1938,1,42.6458682,-85.2908403
"3326","Alex Carrington","Alex","Carrington","Tupelo","MS","USA","6/19/1987","Arkansas St.","Buffalo Bills","3rd","72nd",2010,"DE","5-Jun",284,NA,NA,NA,NA,1937,1938,1,34.2576066,-88.7033859
"3327","Darren Carrington","Darren","Carrington","Bronx","NY","USA","10/10/1966","Pittsburgh","Denver Broncos","5th","134th",1989,"DB","2-Jun",200,NA,NA,NA,NA,1937,1938,1,40.8447819,-73.8648268
"3328","Ed Carrington","Ed","Carrington","Beaumont","TX","USA","9/1/1944","Virginia","Houston Oilers","7th","164th",1967,"TE","4-Jun",225,NA,NA,NA,NA,1937,1938,1,33.9294606,-116.977248
"3329","Paul Carrington","Paul","Carrington","Douglass","GA","USA","11/10/1982","Central Florida",NA,NA,NA,NA,"DE","7-Jun",250,NA,NA,NA,NA,1937,1938,1,37.5194642,-97.0128147
"3331","Ahmad Carroll","Ahmad","Carroll","Atlanta","GA","USA","8/4/1983","Arkansas","Green Bay Packers","1st","25th",2004,"DB","11-May",190,NA,NA,NA,NA,1937,1938,1,33.7489954,-84.3879824
"3332","Bart Carroll","Bart","Carroll","Massena","NY","USA","1893-12-29","Colgate",NA,NA,NA,NA,"T","11-May",180,"4/1/1967","Schenectady","NY",NA,1937,1938,1,44.9281049,-74.891865
"3333","Bird Carroll","Bird","Carroll","Scottsdale","PA","USA","1896-07-25","Washington & Jefferson",NA,NA,NA,NA,"E","8-May",185,"8/6/1982","Winter Park","FL",NA,1937,1938,1,33.4941704,-111.9260519
"3334","Gene Carroll","Gene","Carroll","St. Marys","WV","USA","1896-10-16","Marietta",NA,NA,NA,NA,"E-G","10-May",190,"2/17/1968","West Chester","PA",NA,1937,1938,1,39.0259592,-94.2640066
"3335","Herman Carroll","Herman","Carroll","Natchez","MS","USA","6/20/1971","Mississippi St.","New Orleans Saints","5th","142nd",1994,"DE","4-Jun",265,NA,NA,NA,NA,1937,1938,1,31.5604442,-91.403171
"3336","Jay Carroll","Jay","Carroll","Winona","MN","USA","11/8/1961","Minnesota","Tampa Bay Buccaneers","7th","169th",1984,"TE","4-Jun",230,NA,NA,NA,NA,1937,1938,1,44.0553908,-91.6663523
"3337","Jim Carroll","Jim","Carroll","Jonesboro","AR","USA","5/6/1943","Notre Dame","New York Giants","12th","155th",1965,"LB","2-Jun",230,NA,NA,NA,NA,1937,1938,1,35.8422967,-90.704279
"3338","Joe Carroll","Joe","Carroll","Warren","OH","USA","5/29/1950","Pittsburgh","Oakland Raiders","11th","277th",1972,"LB","1-Jun",220,NA,NA,NA,NA,1937,1938,1,37.09024,-95.712891
"3339","Leo Carroll","Leo","Carroll","Alhambra","CA","USA","2/16/1944","Tulsa","Atlanta Falcons","2nd","31st",1967,"DE","7-Jun",250,NA,NA,NA,NA,1937,1938,1,37.1760783,-3.5881413
"3340","Nolan Carroll","Nolan","Carroll","Jacksonville","FL","USA","1/16/1987","Maryland","Miami Dolphins","5th","145th",2010,"DB","1-Jun",202,NA,NA,NA,NA,1937,1938,1,30.3321838,-81.655651
"3341","Ronnie Carroll","Ronnie","Carroll","Galveston","TX","USA","4/11/1949","Arkansas","Buffalo Bills","12th","294th",1973,"G","2-Jun",265,NA,NA,NA,NA,1937,1938,1,29.3013479,-94.7976958
"3342","Travis Carroll","Travis","Carroll","Jacksonville","FL","USA","10/26/1978","Alabama",NA,NA,NA,NA,"LB","4-Jun",240,NA,NA,NA,NA,1937,1938,1,30.3321838,-81.655651
"3343","Victor Carroll","Victor","Carroll","Alhambra","CA","USA","11/9/1912","Nevada-Reno",NA,NA,NA,NA,"T-C-G","3-Jun",235,"7/6/1986","Mission Viejo","CA",NA,1937,1938,1,37.1760783,-3.5881413
"3344","Wesley Carroll","Wesley","Carroll","Cleveland","OH","USA","9/6/1967","Miami (FL)","New Orleans Saints","2nd","42nd",1991,"WR","Jun-00",183,NA,NA,NA,NA,1937,1938,1,41.49932,-81.6943605
"3345","Paul Ott Carruth","Paul","Ott","Hattiesburg","MS","USA","7/22/1961","Alabama",NA,NA,NA,NA,"RB","1-Jun",220,NA,NA,NA,NA,1937,1938,1,31.3271189,-89.2903392
"3346","Rae Carruth","Rae","Carruth","Sacramento","CA","USA","1/20/1974","Colorado","Carolina Panthers","1st","27th",1997,"WR","11-May",194,NA,NA,NA,NA,1937,1938,1,38.5815719,-121.4943996
"3347","Carlos Carson","Carlos","Carson","Lake Worth","FL","USA","12/28/1958","LSU","Kansas City Chiefs","5th","114th",1980,"WR","11-May",180,NA,NA,NA,NA,1937,1938,1,26.6167555,-80.0684479
"3348","Harry Carson","Harry","Carson","Florence","SC","USA","11/26/1953","South Carolina St.","New York Giants","4th","105th",1976,"LB","2-Jun",237,NA,NA,NA,NA,1937,1938,1,43.7695604,11.2558136
"3349","Howard Carson","Howard","Carson","Hico","TX","USA","2/11/1957","Howard Payne",NA,NA,NA,NA,"LB","2-Jun",233,NA,NA,NA,NA,1937,1938,1,31.9829253,-98.0336454
"3350","John Carson","John","Carson","Atlanta","GA","USA","1/31/1930","Georgia","Cleveland Browns","15th","179th",1953,"E","3-Jun",202,NA,NA,NA,NA,1937,1938,1,33.7489954,-84.3879824
"3351","Kern Carson","Kern","Carson","Hope","AR","USA","1/29/1941","San Diego St.","Baltimore Colts","17th","229th",1963,"HB","1-Jun",200,NA,NA,NA,NA,1937,1938,1,37.09024,-95.712891
"3352","Leonardo Carson","Leonardo","Carson","Mobile","AL","USA","2/11/1977","Auburn","San Diego Chargers","4th","113th",2000,"DT","2-Jun",305,NA,NA,NA,NA,1937,1938,1,37.047544,-95.638411
"3353","Malcolm Carson","Malcolm","Carson","Birmingham","AL","USA","11/1/1959","Tenn-Chattanooga",NA,NA,NA,NA,"G","2-Jun",260,NA,NA,NA,NA,1937,1938,1,33.5185892,-86.8103567
"3354","Jordan Carstens","Jordan","Carstens","Carroll","IA","USA","1/22/1981","Iowa St.",NA,NA,NA,NA,"DT","5-Jun",300,NA,NA,NA,NA,1937,1938,1,32.9403702,-97.1738045
"3356","Dwayne Carswell","Dwayne","Carswell","Jacksonville","FL","USA","1/18/1972","Liberty",NA,NA,NA,NA,"TE","3-Jun",290,NA,NA,NA,NA,1937,1938,1,30.3321838,-81.655651
"3357","Robert Carswell","Robert","Carswell","Gary","IN","USA","10/26/1978","Clemson","San Diego Chargers","7th","244th",2001,"DB","11-May",215,NA,NA,NA,NA,1937,1938,1,41.6020403,-87.3371523
"3358","Alex Carter","Alex","Carter","Miami","FL","USA","9/6/1963","Tennessee St.",NA,NA,NA,NA,"DE","3-Jun",255,NA,NA,NA,NA,1937,1938,1,25.7616798,-80.1917902
"3359","Allen Carter","Allen","Carter","Pomona","CA","USA","12/12/1952","USC","New England Patriots","4th","86th",1975,"RB","11-May",208,NA,NA,NA,NA,1937,1938,1,34.055103,-117.7499909
"3360","Andre Carter","Andre","Carter","Denver","CO","USA","5/12/1979","California","San Francisco 49ers","1st","7th",2001,"DE-LB","4-Jun",265,NA,NA,NA,NA,1937,1938,1,39.7392358,-104.990251
"3361","Anthony Carter","Anthony","Carter","Riviera Beach","FL","USA","9/17/1960","Michigan","Miami Dolphins","12th","334th",1983,"WR","11-May",168,NA,NA,NA,NA,1937,1938,1,26.7753405,-80.0580969
"3362","Bernard Carter","Bernard","Carter","Tallahassee","FL","USA","8/22/1971","East Carolina","Tampa Bay Buccaneers","6th","165th",1994,"LB","3-Jun",238,NA,NA,NA,NA,1937,1938,1,30.4382559,-84.2807329
"3363","Blanchard Carter","Blanchard","Carter","Stockton","CA","USA","6/3/1955","UNLV","Baltimore Colts","7th","193rd",1977,"T","4-Jun",250,NA,NA,NA,NA,1937,1938,1,37.9577016,-121.2907796
"3364","Brandon Carter","Brandon","Carter","Lakewood","NJ","USA","9/10/1986","Texas Tech",NA,NA,NA,NA,"G","6-Jun",319,NA,NA,NA,NA,1937,1938,1,29.7303278,-95.4346238
"3366","Carl Carter","Carl","Carter","Fort Worth","TX","USA","3/7/1964","Texas Tech","St. Louis Cardinals","4th","89th",1986,"DB","11-May",180,NA,NA,NA,NA,1937,1938,1,32.7554883,-97.3307658
"3367","Chris Carter","Chris","Carter","Tyler","TX","USA","9/27/1974","Texas","New England Patriots","3rd","89th",1997,"DB","1-Jun",201,NA,NA,NA,NA,1937,1938,1,32.3512601,-95.3010624
"3369","Cris Carter","Cris","Carter","Troy","OH","USA","11/25/1965","Ohio St.","Philadelphia Eagles","4th","3rd",1987,"WR","3-Jun",202,NA,NA,NA,NA,1937,1938,1,31.8018895,-85.9572283
"3370","Dale Carter","Dale","Carter","Covington","GA","USA","11/28/1969","Tennessee","Kansas City Chiefs","1st","20th",1992,"DB","1-Jun",194,NA,NA,NA,NA,1937,1938,1,39.0836712,-84.5085536
"3371","Daryl Carter","Daryl","Carter","Milwaukee","WI","USA","2/24/1975","Wisconsin",NA,NA,NA,NA,"LB","2-Jun",222,NA,NA,NA,NA,1937,1938,1,43.0389025,-87.9064736
"3372","David Carter","David","Carter","Vincennes","IN","USA","11/27/1953","West. Kentucky","Houston Oilers","6th","165th",1977,"C-G","2-Jun",250,NA,NA,NA,NA,1937,1938,1,38.677269,-87.5286325
"3375","Dexter Carter","Dexter","Carter","Baxley","GA","USA","9/15/1967","Florida St.","San Francisco 49ers","1st","25th",1990,"RB","9-May",170,NA,NA,NA,NA,1937,1938,1,31.7782514,-82.3484618
"3376","Drew Carter","Drew","Carter","Solon","OH","USA","9/5/1981","Ohio St.","Carolina Panthers","5th","163rd",2004,"WR","3-Jun",200,NA,NA,NA,NA,1937,1938,1,41.3897764,-81.4412259
"3377","Dyshod Carter","Dyshod","Carter","Denver","CO","USA","6/18/1978","Kansas St.",NA,NA,NA,NA,"DB","10-May",195,NA,NA,NA,NA,1937,1938,1,39.7392358,-104.990251
"3378","Gerald Carter","Gerald","Carter","Bryan","TX","USA","6/19/1957","Texas A&M","Tampa Bay Buccaneers","9th","240th",1980,"WR","1-Jun",190,NA,NA,NA,NA,1937,1938,1,30.6743643,-96.3699632
"3379","Jason Carter","Jason","Carter","Caldwell","TX","USA","9/15/1982","Texas A&M",NA,NA,NA,NA,"WR","Jun-00",205,NA,NA,NA,NA,1937,1938,1,40.8398218,-74.2765366
"3380","Jerome Carter","Jerome","Carter","Lake City","FL","USA","10/25/1982","Florida St.","St. Louis Rams","4th","117th",2005,"DB","11-May",219,NA,NA,NA,NA,1937,1938,1,30.1896756,-82.6392899
"3381","Jim Carter","Jim","Carter","St. Paul","MN","USA","10/18/1948","Minnesota","Green Bay Packers","3rd","68th",1970,"LB-G","3-Jun",235,NA,NA,NA,NA,1937,1938,1,44.9537029,-93.0899578
"3382","Jimmie Carter","Jimmie","Carter","Weimar","TX","USA","7/26/1961","New Mexico","Detroit Lions","7th","178th",1984,"LB","1-Jun",220,NA,NA,NA,NA,1937,1938,1,50.9794934,11.3235439
"3383","Joe Carter","Joe","Carter","Dalhart","TX","USA","7/23/1910","Austin",NA,NA,NA,NA,"E","1-Jun",201,NA,NA,NA,NA,1937,1938,1,36.0594772,-102.5132497
"3384","Joe Carter","Joe","Carter","Starkville","MS","USA","6/23/1962","Alabama","Miami Dolphins","4th","109th",1984,"RB","11-May",198,NA,NA,NA,NA,1937,1938,1,33.4503998,-88.8183872
"3385","Jon Carter","Jon","Carter","Los Angeles","CA","USA","3/12/1965","Pittsburgh","New York Giants","5th","118th",1988,"DT","4-Jun",273,NA,NA,NA,NA,1937,1938,1,34.0522342,-118.2436849
"3386","Jonathan Carter","Jonathan","Carter","Anniston","AL","USA","3/20/1979","Troy","New York Giants","5th","162nd",2001,"WR","Jun-00",180,NA,NA,NA,NA,1937,1938,1,33.6598257,-85.8316318
"3387","Kent Carter","Kent","Carter","Los Angeles","CA","USA","5/25/1950","USC","St. Louis Cardinals","17th","422nd",1972,"LB","3-Jun",235,NA,NA,NA,NA,1937,1938,1,34.0522342,-118.2436849
"3388","Kerry Carter","Kerry","Carter","Port of Spain",NA,"Trinidad","12/19/1980","Stanford",NA,NA,NA,NA,"RB","1-Jun",238,NA,NA,NA,NA,1937,1938,1,10.6549013,-61.5019256
"3389","Kevin Carter","Kevin","Carter","Miami","FL","USA","9/21/1973","Florida","St. Louis Rams","1st","6th",1995,"DE-DT","5-Jun",290,NA,NA,NA,NA,1937,1938,1,25.7616798,-80.1917902
"3390","Ki-Jana Carter","Ki-Jana","Carter","Westerville","OH","USA","9/12/1973","Penn St.","Cincinnati Bengals","1st","1st",1995,"RB","10-May",222,NA,NA,NA,NA,1937,1938,1,40.1266689,-82.9318807
"3391","Louis Carter","Louis","Carter","Laurel","MD","USA","2/6/1953","Maryland","Oakland Raiders","3rd","76th",1975,"RB","11-May",207,NA,NA,NA,NA,1937,1938,1,37.2256902,-95.7061074
"3392","M.L. Carter","M.L.","Carter","Beaufort","SC","USA","12/9/1955","Cal State-Fullerton",NA,NA,NA,NA,"DB","9-May",173,NA,NA,NA,NA,1937,1938,1,32.4315813,-80.6698286
"3394","Marty Carter","Marty","Carter","La Grange","GA","USA","12/17/1969","Middle Tenn. St.","Tampa Bay Buccaneers","8th","207th",1991,"DB","1-Jun",209,NA,NA,NA,NA,1937,1938,1,29.743235,-95.4010514
"3395","Michael Carter","Michael","Carter","Dallas","TX","USA","10/29/1960","SMU","San Francisco 49ers","5th","121st",1984,"NT","2-Jun",285,NA,NA,NA,NA,1937,1938,1,32.7766642,-96.7969879
"3396","Mike Carter","Mike","Carter","Little Rock","AR","USA","2/18/1948","Sacramento St.","Green Bay Packers","15th","380th",1970,"WR","1-Jun",210,NA,NA,NA,NA,1937,1938,1,34.7464809,-92.2895948
"3397","Pat Carter","Pat","Carter","Sarasota","FL","USA","8/1/1966","Florida St.","Detroit Lions","2nd","32nd",1988,"TE","4-Jun",256,NA,NA,NA,NA,1937,1938,1,27.3364347,-82.5306527
"3399","Perry Carter","Perry","Carter","McComb","MS","USA","8/5/1971","Southern Miss","Arizona Cardinals","4th","107th",1994,"DB","Jun-00",194,NA,NA,NA,NA,1937,1938,1,31.2437872,-90.4531535
"3400","Quincy Carter","Quincy","Carter","Decatur","GA","USA","10/13/1977","Georgia","Dallas Cowboys","2nd","53rd",2001,"QB","2-Jun",213,NA,NA,NA,NA,1937,1938,1,33.7748275,-84.2963123
"3402","Rodney Carter","Rodney","Carter","Elizabeth","NJ","USA","10/30/1964","Purdue","Pittsburgh Steelers","7th","175th",1986,"RB","Jun-00",218,NA,NA,NA,NA,1937,1938,1,37.09024,-95.712891
"3403","Ross Carter","Ross","Carter","Republic","MO","USA","3/10/1914","Oregon","Chicago Cardinals","8th","69th",1936,"G-C","Jun-00",200,"6/16/2002","Eugene","OR",NA,1937,1938,1,37.2141258,-95.5772066
"3404","Rubin Carter","Rubin","Carter","Pompano Beach","FL","USA","12/12/1952","Miami (FL)","Denver Broncos","5th","121st",1975,"NT-DT","Jun-00",256,NA,NA,NA,NA,1937,1938,1,26.2378597,-80.1247667
"3405","Russell Carter","Russell","Carter","Philadelphia","PA","USA","2/10/1962","SMU","New York Jets","1st","10th",1984,"DB","2-Jun",195,NA,NA,NA,NA,1937,1938,1,39.9525839,-75.1652215
"3406","Steve Carter","Steve","Carter","New York","NY","USA","9/12/1962","Albany State (GA)",NA,NA,NA,NA,"WR","10-May",170,NA,NA,NA,NA,1937,1938,1,40.7127753,-74.0059728
"3407","Tim Carter","Tim","Carter","Atlanta","GA","USA","9/21/1979","Auburn","New York Giants","2nd","46th",2002,"WR","Jun-00",200,NA,NA,NA,NA,1937,1938,1,33.7489954,-84.3879824
"3408","Tim J. Carter","Tim","J.","Tallahassee","FL","USA","7/15/1978","Tulane",NA,NA,NA,NA,"DB","Jun-00",183,NA,NA,NA,NA,1937,1938,1,30.4382559,-84.2807329
