"","name","first_name","last_name","birth_city","birth_state","birth_country","birth_date","college","draft_team","draft_round","draft_pick","draft_year","position","height","weight","death_date","death_city","death_state","death_country","year_start","year_end","careerLength","latitude","longitude"
"16002","Ossie Orwoll","Ossie","Orwoll","Portland","OR","USA","11/17/1900","Luther",NA,NA,NA,NA,"HB","11-May",165,"5/8/1967","Decorah","IA",NA,1926,1926,0,45.5122308,-122.6587185
"16003","Dave Osborn","Dave","Osborn","Everett","WA","USA","3/18/1943","North Dakota","Minnesota Vikings","13th","176th",1965,"RB","Jun-00",208,NA,NA,NA,NA,1965,1976,11,47.9789848,-122.2020795
"16004","Duke Osborn","Duke","Osborn","Falls Creek","PA","USA","1897-02-01","Penn St.",NA,NA,NA,NA,"G-C","10-May",188,"11/2/1976","Lansing","MI",NA,1965,1976,11,34.4251719,-97.1112908
"16005","Mike Osborn","Mike","Osborn","San Antonio","TX","USA","11/19/1955","Kansas St.",NA,NA,NA,NA,"LB","5-Jun",235,NA,NA,NA,NA,1965,1976,11,29.4241219,-98.4936282
"16007","Chuck Osborne","Chuck","Osborne","Los Angeles","CA","USA","11/2/1973","Arizona","St. Louis Rams","7th","222nd",1996,"DT","2-Jun",290,"10/16/2012","La Jolla","CA",NA,1965,1976,11,34.0522342,-118.2436849
"16008","Clancy Osborne","Clancy","Osborne","Lubbock","TX","USA","11/23/1934","Arizona St.","Los Angeles Rams","27th","315th",1957,"LB","3-Jun",218,NA,NA,NA,NA,1965,1976,11,33.5778631,-101.8551665
"16009","Eldonta Osborne","Eldonta","Osborne","Jonesboro","LA","USA","8/12/1967","Louisiana Tech",NA,NA,NA,NA,"LB","Jun-00",226,NA,NA,NA,NA,1965,1976,11,35.8422967,-90.704279
"16010","Jim Osborne","Jim","Osborne","Sylvania","GA","USA","9/7/1949","Southern","Chicago Bears","7th","182nd",1972,"DT","3-Jun",250,NA,NA,NA,NA,1965,1976,11,38.9440336,-94.7549033
"16011","Richard Osborne","Richard","Osborne","Wichita","KS","USA","10/31/1953","Texas A&M","Philadelphia Eagles","9th","248th",1976,"TE","3-Jun",230,NA,NA,NA,NA,1965,1976,11,37.6871761,-97.330053
"16012","Tom Osborne","Tom","Osborne","Hastings","NE","USA","2/23/1937","Hastings","San Francisco 49ers","19th","222nd",1959,"WR","3-Jun",190,NA,NA,NA,NA,1965,1976,11,42.6458682,-85.2908403
"16013","Vince Osby","Vince","Osby","Los Angeles","CA","USA","7/8/1961","Illinois",NA,NA,NA,NA,"LB","11-May",220,NA,NA,NA,NA,1965,1976,11,34.0522342,-118.2436849
"16015","Kassim Osgood","Kassim","Osgood","Boston","MA","USA","5/20/1980","San Diego St.",NA,NA,NA,NA,"WR","5-Jun",209,NA,NA,NA,NA,2003,2013,10,42.3600825,-71.0588801
"16016","Babatunde Oshinowo","Babatunde","Oshinowo","Naperville","IL","USA","1/14/1983","Stanford","Cleveland Browns","6th","181st",2006,"DT","1-Jun",300,NA,NA,NA,NA,2006,2007,1,41.7508391,-88.1535352
"16017","Willie Oshodin","Willie","Oshodin","Benin City",NA,"Nigeria","9/16/1969","Villanova",NA,NA,NA,NA,"DE","4-Jun",265,NA,NA,NA,NA,2006,2007,1,6.334986,5.6037465
"16018","Sandy Osiecki","Sandy","Osiecki","Ansonia","CT","USA","5/18/1960","Arizona St.",NA,NA,NA,NA,"QB","5-Jun",202,NA,NA,NA,NA,1984,1984,0,41.3462078,-73.0789969
"16019","Craig Osika","Craig","Osika","Hobart","IN","USA","12/4/1979","Indiana",NA,NA,NA,NA,"G-C","3-Jun",293,NA,NA,NA,NA,1984,1984,0,35.0295009,-99.0931317
"16020","Willie Osley","Willie","Osley","Detroit","MI","USA","4/10/1951","Illinois","Kansas City Chiefs","10th","251st",1973,"DB","Jun-00",195,NA,NA,NA,NA,1974,1974,0,42.331427,-83.0457538
"16021","Bill Osmanski","Bill","Osmanski","Providence","RI","USA","12/29/1915","Holy Cross","Chicago Bears","1st","6th",1939,"FB","11-May",197,"12/25/1996","Chicago","IL",NA,1939,1947,8,41.8239891,-71.4128343
"16022","Joe Osmanski","Joe","Osmanski","Providence","RI","USA","12/26/1917","Holy Cross","Washington Redskins","18th","170th",1941,"FB","2-Jun",218,"7/24/1993","Chicago","IL",NA,1939,1947,8,41.8239891,-71.4128343
"16023","Ted Ossowski","Ted","Ossowski","Beatrice","NE","USA","5/12/1922","USC","Washington Redskins","16th","160th",1944,"T","Jun-00",218,"8/21/1965","Contra Costa County","CA",NA,1947,1947,0,40.2659269,-96.7466913
"16024","Jim Ostendarp","Jim","Ostendarp","Baltimore","MD","USA","2/15/1923","Drexel",NA,NA,NA,NA,"HB","8-May",178,"12/15/2005","Holyoke","MA",NA,1950,1951,1,39.2903848,-76.6121893
"16025","Jerry Ostroski","Jerry","Ostroski","Collegeville","PA","USA","7/12/1970","Tulsa","Kansas City Chiefs","10th","271st",1992,"G-T-C","3-Jun",320,NA,NA,NA,NA,1950,1951,1,40.1856597,-75.451571
"16026","Chet Ostrowski","Chet","Ostrowski","Chicago","IL","USA","4/8/1930","Notre Dame","Washington Redskins","10th","115th",1952,"DE","1-Jun",232,"10/10/2001","Orland Park","IL",NA,1950,1951,1,41.8781136,-87.6297982
"16027","Phil Ostrowski","Phil","Ostrowski","Wilkes-Barre","PA","USA","9/23/1975","Penn St.","San Francisco 49ers","5th","151st",1998,"G","4-Jun",291,NA,NA,NA,NA,1950,1951,1,41.2459149,-75.8813075
"16028","Paul Oswald","Paul","Oswald","Topeka","KS","USA","4/9/1964","Kansas","Pittsburgh Steelers","11th","289th",1987,"C-G","3-Jun",273,NA,NA,NA,NA,1987,1988,1,39.0473451,-95.6751576
"16030","Jeff Otah","Jeff","Otah","New Castle","DE","USA","6/17/1986","Pittsburgh","Carolina Panthers","1st","19th",2008,"T","6-Jun",340,NA,NA,NA,NA,2008,2011,3,39.928935,-85.3702476
"16031","Jim Otis","Jim","Otis","Celina","OH","USA","4/29/1948","Ohio St.","New Orleans Saints","9th","218th",1970,"RB","Jun-00",220,NA,NA,NA,NA,1970,1978,8,40.5489358,-84.5702338
"16032","Lowell Otte","Lowell","Otte","Fremont County","IA","USA","7/20/1904","Iowa",NA,NA,NA,NA,"E","2-Jun",180,"7/20/1936","Sidney","IA",NA,1927,1927,0,38.5306514,-105.5005483
"16033","Dick Ottele","Dick","Ottele","Yuma","CO","USA","12/8/1926","Washington","New York Giants","9th","66th",1948,"BB-DB","3-Jun",210,"9/20/1985","Bremerton","WA",NA,1927,1927,0,32.6926512,-114.6276916
"16035","Brad Ottis","Brad","Ottis","Wahoo","NE","USA","8/2/1972","Wayne State (NE)","Los Angeles Rams","2nd","56th",1994,"DE","5-Jun",281,NA,NA,NA,NA,1927,1927,0,41.2115023,-96.6212604
"16036","Bo Otto","Bo","Otto","Louisville","KY","USA","8/16/1903","none",NA,NA,NA,NA,"C-G-T",NA,182,"10/7/1983","Cincinnati","OH",NA,1927,1927,0,38.2526647,-85.7584557
"16037","Bob Otto","Bob","Otto","Sacramento","CA","USA","12/16/1962","Idaho St.","Seattle Seahawks","9th","248th",1985,"DE","6-Jun",251,NA,NA,NA,NA,1927,1927,0,38.5815719,-121.4943996
"16038","Gus Otto","Gus","Otto","St. Louis","MO","USA","12/8/1943","Missouri","Oakland Raiders","4th","27th",1965,"LB","1-Jun",220,NA,NA,NA,NA,1927,1927,0,38.6270025,-90.1994042
"16039","Jim Otto","Jim","Otto","Wausau","WI","USA","1/5/1938","Miami (FL)",NA,NA,NA,NA,"C","2-Jun",255,NA,NA,NA,NA,1927,1927,0,44.9591352,-89.6301221
"16040","Michael Otto","Michael","Otto","Kokomo","IN","USA","7/24/1983","Purdue","Tennessee Titans","7th","223rd",2007,"T","5-Jun",308,NA,NA,NA,NA,1927,1927,0,40.486427,-86.1336033
"16041","Louis Oubre","Louis","Oubre","New Orleans","LA","USA","5/15/1958","Oklahoma","New Orleans Saints","5th","112th",1981,"G","4-Jun",262,NA,NA,NA,NA,1982,1987,5,29.9510658,-90.0715323
"16042","Greg Ours","Greg","Ours","Hebron","OH","USA","10/29/1963","Muskingum",NA,NA,NA,NA,"C","5-Jun",279,NA,NA,NA,NA,1987,1987,0,31.532569,35.099826
"16043","Wes Ours","Wes","Ours","Christian","KY","USA","12/30/1977","West Virginia",NA,NA,NA,NA,"RB","Jun-00",284,NA,NA,NA,NA,1987,1987,0,37.0565248,-95.7109391
"16044","John Outlaw","John","Outlaw","Clarksdale","MS","USA","1/8/1945","Jackson St.","Boston Patriots","10th","249th",1968,"DB","10-May",180,NA,NA,NA,NA,1969,1978,9,34.2001086,-90.5709323
"16046","Chad Overhauser","Chad","Overhauser","Sacramento","CA","USA","6/17/1975","UCLA","Chicago Bears","7th","217th",1998,"T","4-Jun",314,NA,NA,NA,NA,2011,2013,2,38.5815719,-121.4943996
"16047","Bill Overmyer","Bill","Overmyer","Fremont","OH","USA","6/16/1949","Ashland","Philadelphia Eagles","14th","352nd",1972,"LB","3-Jun",220,NA,NA,NA,NA,2011,2013,2,37.5482697,-121.9885719
"16048","David Overstreet","David","Overstreet","Big Sandy","TX","USA","9/20/1958","Oklahoma","Miami Dolphins","1st","13th",1981,"RB","11-May",208,"6/24/1984","Winona","TX",NA,2011,2013,2,40.1455956,-82.9874942
"16049","Will Overstreet","Will","Overstreet","Jackson","MS","USA","10/7/1979","Tennessee","Atlanta Falcons","3rd","80th",2002,"LB","2-Jun",259,NA,NA,NA,NA,2011,2013,2,37.0328728,-95.6316455
"16050","Don Overton","Don","Overton","Columbus","OH","USA","9/24/1967","Fairmont St.",NA,NA,NA,NA,"RB","Jun-00",221,NA,NA,NA,NA,2011,2013,2,39.9611755,-82.9987942
"16051","Jerry Overton","Jerry","Overton","El Dorado Springs","MO","USA","1/24/1941","Utah","Dallas Cowboys","15th","202nd",1963,"DB","2-Jun",190,NA,NA,NA,NA,2011,2013,2,39.9324862,-105.2769348
"16053","Al Owen","Al","Owen","Glen Ridge","NJ","USA","2/16/1913","St. Lawrence",NA,NA,NA,NA,"HB","Jun-00",194,"6/11/1992","Sarasota County","FL",NA,1939,1942,3,40.805378,-74.2037566
"16054","Bill Owen","Bill","Owen","Aline","OK","USA","9/29/1903","Oklahoma St.",NA,NA,NA,NA,"T-G","Jun-00",211,NA,NA,NA,NA,1939,1942,3,36.5097552,-98.4489659
"16055","Steve Owen","Steve","Owen","Cleo Springs","OK","USA","1898-04-21","Phillips",NA,NA,NA,NA,"T-G","10-May",237,"5/17/1964","Oneida","NY",NA,1939,1942,3,36.405312,-98.4406325
"16056","Tom Owen","Tom","Owen","Shreveport","LA","USA","9/1/1952","Wichita St.","San Francisco 49ers","13th","322nd",1974,"QB","1-Jun",195,NA,NA,NA,NA,1939,1942,3,32.5251516,-93.7501789
"16057","Artie Owens","Artie","Owens","Montgomery","AL","USA","1/14/1953","West Virginia","San Diego Chargers","4th","115th",1976,"WR-RB","10-May",176,NA,NA,NA,NA,1939,1942,3,32.3792233,-86.3077368
"16058","Billy Owens","Billy","Owens","Syracuse","NY","USA","12/2/1965","Pittsburgh","Dallas Cowboys","10th","263rd",1988,"DB","1-Jun",207,NA,NA,NA,NA,1939,1942,3,43.0481221,-76.1474244
"16059","Brig Owens","Brig","Owens","Linden","TX","USA","2/16/1943","Cincinnati","Dallas Cowboys","7th","89th",1965,"DB","11-May",190,NA,NA,NA,NA,1939,1942,3,40.6220478,-74.2445902
"16060","Burgess Owens","Burgess","Owens","Columbus","OH","USA","8/2/1951","Miami (FL)","New York Jets","1st","13th",1973,"DB","2-Jun",200,NA,NA,NA,NA,1939,1942,3,39.9611755,-82.9987942
"16061","Chad Owens","Chad","Owens","Honolulu","HI","USA","4/3/1982","Hawaii","Jacksonville Jaguars","6th","185th",2005,"WR","7-May",183,NA,NA,NA,NA,1939,1942,3,21.3069444,-157.8583333
"16062","Christopher Owens","Christopher","Owens","Los Angeles","CA","USA","12/1/1986","San Jose St.","Atlanta Falcons","3rd","90th",2009,"DB","10-May",182,NA,NA,NA,NA,1939,1942,3,34.0522342,-118.2436849
"16063","Dan Owens","Dan","Owens","Whittier","CA","USA","3/16/1967","USC","Detroit Lions","2nd","35th",1990,"DE-DT-NT","3-Jun",280,NA,NA,NA,NA,1939,1942,3,33.9791793,-118.032844
"16064","Darrick Owens","Darrick","Owens","Boynton Beach","FL","USA","11/5/1970","Mississippi",NA,NA,NA,NA,"WR","2-Jun",195,NA,NA,NA,NA,1939,1942,3,26.5317866,-80.0905465
"16065","Dennis Owens","Dennis","Owens","Clinton","NC","USA","2/24/1960","North Carolina St.",NA,NA,NA,NA,"NT","1-Jun",257,NA,NA,NA,NA,1939,1942,3,38.3686324,-93.7782689
"16066","Don Owens","Don","Owens","St. Louis","MO","USA","4/3/1932","Southern Miss","Pittsburgh Steelers","3rd","30th",1957,"DT-T","5-Jun",255,"8/17/1997","Jefferson City","MO",NA,1939,1942,3,38.6270025,-90.1994042
"16067","Ike Owens","Ike","Owens","Columbus","GA","USA","1/8/1920","Illinois",NA,NA,NA,NA,"DE","1-Jun",190,NA,NA,NA,NA,1939,1942,3,39.9611755,-82.9987942
"16068","James Owens","James","Owens","Sacramento","CA","USA","7/5/1955","UCLA","San Francisco 49ers","2nd","29th",1979,"RB-WR-DB","11-May",192,NA,NA,NA,NA,1939,1942,3,38.5815719,-121.4943996
"16069","Jeff Owens","Jeff","Owens","Sunrise","PA","USA","10/14/1986","Georgia","Philadelphia Eagles","7th","243rd",2010,"DT","1-Jun",303,NA,NA,NA,NA,1939,1942,3,36.8022133,-95.9353689
"16070","Jim Owens","Jim","Owens","Oklahoma City","OK","USA","3/6/1927","Oklahoma","Pittsburgh Steelers","23rd","225th",1949,"E-DE","3-Jun",205,"6/6/2009","Bigfork","MT",NA,1939,1942,3,35.4675602,-97.5164276
"16071","Joe Owens","Joe","Owens","Columbia","MS","USA","11/8/1946","Alcorn St.","New Orleans Saints","9th","215th",1969,"DE","2-Jun",245,NA,NA,NA,NA,1939,1942,3,37.09024,-95.712891
"16072","John Owens","John","Owens","Washington","DC","USA","1/10/1980","Notre Dame","Detroit Lions","5th","138th",2002,"TE","3-Jun",266,NA,NA,NA,NA,1939,1942,3,47.7510741,-120.7401385
"16073","Luke Owens","Luke","Owens","Cleveland","OH","USA","10/19/1933","Kent St.","Baltimore Colts","3rd","32nd",1957,"DE-DT-T","2-Jun",254,NA,NA,NA,NA,1939,1942,3,41.49932,-81.6943605
"16074","Marv Owens","Marv","Owens","Orange","CA","USA","6/16/1950","San Diego St.","Minnesota Vikings","14th","361st",1972,"WR","11-May",203,NA,NA,NA,NA,1939,1942,3,37.3366655,-95.031581
"16075","Mel Owens","Mel","Owens","Detroit","MI","USA","12/7/1958","Michigan","Los Angeles Rams","1st","9th",1981,"LB","2-Jun",224,NA,NA,NA,NA,1939,1942,3,42.331427,-83.0457538
"16076","Montell Owens","Montell","Owens","Plainville","NJ","USA","5/4/1984","Maine",NA,NA,NA,NA,"RB","10-May",219,NA,NA,NA,NA,1939,1942,3,41.6757457,-72.8633635
"16077","Morris Owens","Morris","Owens","Oakland","CA","USA","2/14/1953","Arizona St.","Miami Dolphins","5th","106th",1975,"WR","Jun-00",190,NA,NA,NA,NA,1939,1942,3,37.8043637,-122.2711137
"16078","Pete Owens","Pete","Owens","Littlefield","TX","USA","2/11/1917","Texas Tech",NA,NA,NA,NA,"G-C","11-May",205,"11/3/1962","Fort Worth ","TX",NA,1939,1942,3,36.6346151,-94.8738752
"16079","R.C. Owens","R.C.","Owens","Shreveport","LA","USA","11/12/1933","Col. of Idaho","San Francisco 49ers","14th","160th",1956,"HB-E","3-Jun",197,"6/17/2012","Manteca","CA",NA,1939,1942,3,32.5251516,-93.7501789
"16080","Rich Owens","Rich","Owens","Philadelphia","PA","USA","5/22/1972","Lehigh","Washington Redskins","5th","152nd",1995,"DE-DT","6-Jun",285,NA,NA,NA,NA,1939,1942,3,39.9525839,-75.1652215
"16081","Richard Owens","Richard","Owens","Gainesville","FL","USA","11/4/1980","Louisville",NA,NA,NA,NA,"TE","4-Jun",273,NA,NA,NA,NA,1939,1942,3,29.6516344,-82.3248262
"16083","Steve Owens","Steve","Owens","Gore","OK","USA","12/9/1947","Oklahoma","Detroit Lions","1st","19th",1970,"RB","2-Jun",215,NA,NA,NA,NA,1939,1942,3,43.6732782,-74.0068455
"16084","Terrell Owens","Terrell","Owens","Alexander City","AL","USA","12/7/1973","Tenn-Chattanooga","San Francisco 49ers","3rd","89th",1996,"WR","3-Jun",226,NA,NA,NA,NA,1939,1942,3,32.944012,-85.9538532
"16085","Terry Owens","Terry","Owens","Jasper","AL","USA","7/5/1944","Jacksonville St.","San Diego Chargers","11th","99th",1966,"T","Jun-00",260,"10/27/2012","Decatur","AL",NA,1939,1942,3,38.3914418,-86.9311094
"16086","Tinker Owens","Tinker","Owens","Miami","OK","USA","10/3/1954","Oklahoma","New Orleans Saints","4th","95th",1976,"WR","11-May",170,NA,NA,NA,NA,1939,1942,3,25.7616798,-80.1917902
"16089","Akwasi Owusu-Ansah","Akwasi","Owusu-Ansah","Gainesville","FL","USA","4/10/1988","Indiana (PA)","Dallas Cowboys","4th","126th",2010,"DB","Jun-00",207,NA,NA,NA,NA,2012,2013,1,29.6516344,-82.3248262
"16090","Ken Oxendine","Ken","Oxendine","Richmond","VA","USA","10/4/1975","Virginia Tech","Atlanta Falcons","7th","201st",1998,"RB","Jun-00",228,NA,NA,NA,NA,1998,1999,1,37.5407246,-77.4360481
"16091","Mike Ozdowski","Mike","Ozdowski","Cleveland","OH","USA","9/24/1955","Virginia","Baltimore Colts","2nd","53rd",1977,"DE","5-Jun",243,NA,NA,NA,NA,1978,1981,3,41.49932,-81.6943605
"16093","Calvin Pace","Calvin","Pace","Detroit","MI","USA","10/28/1980","Wake Forest","Arizona Cardinals","1st","18th",2003,"DE","4-Jun",262,NA,NA,NA,NA,2003,2013,10,42.331427,-83.0457538
"16094","James Pace","James","Pace","Little Rock","AR","USA","1/1/1936","Michigan","San Francisco 49ers","1st","8th",1958,"HB","Jun-00",195,"3/4/1983","Culver City","CA",NA,2003,2013,10,34.7464809,-92.2895948
"16095","Orlando Pace","Orlando","Pace","Sandusky","OH","USA","11/4/1975","Ohio St.","St. Louis Rams","1st","1st",1997,"T","7-Jun",325,NA,NA,NA,NA,2003,2013,10,41.4561754,-82.7116821
"16096","Dave Pacella","Dave","Pacella","Sewickley","PA","USA","2/7/1960","Maryland",NA,NA,NA,NA,"C-G","2-Jun",266,NA,NA,NA,NA,2003,2013,10,40.5364846,-80.1844243
"16097","Vince Pacewic","Vince","Pacewic","Collinsville","IL","USA","5/28/1920","Loyola Marymount","Washington Redskins","27th","260th",1943,"HB","1-Jun",205,"4/1/1990","Los Angeles","CA",NA,2003,2013,10,38.6703266,-89.9845476
"16098","Chris Pacheco","Chris","Pacheco","Los Angeles","CA","USA","1/22/1964","Cal State-Northridge",NA,NA,NA,NA,"NT","Jun-00",250,NA,NA,NA,NA,2003,2013,10,34.0522342,-118.2436849
"16099","Walter Packer","Walter","Packer","Leakesville","MS","USA","11/7/1955","Mississippi St.","Atlanta Falcons","8th","203rd",1977,"DB","10-May",174,NA,NA,NA,NA,2003,2013,10,31.1557373,-88.5577993
"16101","Gary Padjen","Gary","Padjen","Salt Lake City","UT","USA","7/2/1958","Arizona St.","Dallas Cowboys","11th","300th",1980,"LB","2-Jun",244,NA,NA,NA,NA,1922,1922,0,40.7607793,-111.8910474
"16104","Bob Paffrath","Bob","Paffrath","Mankato","MN","USA","7/13/1918","Minnesota","Green Bay Packers","3rd","21st",1941,"B","8-May",190,"5/21/2005","Beaverton","OR",NA,1946,1946,0,44.1635775,-93.9993996
"16105","Fred Pagac","Fred","Pagac","Brownsville","PA","USA","4/26/1952","Ohio St.",NA,NA,NA,NA,"TE","Jun-00",222,NA,NA,NA,NA,1974,1976,2,25.9017472,-97.4974838
"16106","Alan Page","Alan","Page","Canton","OH","USA","8/7/1945","Notre Dame","Minnesota Vikings","1st","15th",1967,"DT","4-Jun",245,NA,NA,NA,NA,1974,1976,2,38.3861194,-97.4280895
"16107","Chase Page","Chase","Page","Charleston","SC","USA","5/20/1983","North Carolina","San Diego Chargers","7th","225th",2006,"DT","4-Jun",285,NA,NA,NA,NA,1974,1976,2,32.7764749,-79.9310512
"16108","Craig Page","Craig","Page","Jupiter","FL","USA","1/17/1976","Louisville",NA,NA,NA,NA,"C","3-Jun",303,NA,NA,NA,NA,1974,1976,2,36.6763758,-97.0793675
"16110","Jarrad Page","Jarrad","Page","Oakland","CA","USA","10/19/1984","UCLA","Kansas City Chiefs","7th","228th",2006,"DB","2-Jun",220,NA,NA,NA,NA,1974,1976,2,37.8043637,-122.2711137
"16111","Paul Page","Paul","Page","Eldorado","TX","USA","9/16/1927","SMU","New York Giants","1st","4th",1949,"HB-DB","Jun-00",180,"2/15/1997","Tom Green County","TX",NA,1974,1976,2,37.81724,-96.8622524
"16112","Solomon Page","Solomon","Page","Pittsburgh","PA","USA","2/27/1976","West Virginia","Dallas Cowboys","2nd","55th",1999,"G-T","4-Jun",325,NA,NA,NA,NA,1974,1976,2,40.4406248,-79.9958864
"16113","Derek Pagel","Derek","Pagel","Plainfield","IA","USA","10/24/1979","Iowa","New York Jets","5th","140th",2003,"DB","1-Jun",206,NA,NA,NA,NA,1974,1976,2,39.7042123,-86.3994387
"16114","Mike Pagel","Mike","Pagel","Douglas","AZ","USA","9/13/1960","Arizona St.","Baltimore Colts","4th","84th",1982,"QB","2-Jun",206,NA,NA,NA,NA,1974,1976,2,37.09024,-95.712891
"16115","Joe Pagliei","Joe","Pagliei","Clairton","PA","USA","4/12/1934","Clemson",NA,NA,NA,NA,"FB","Jun-00",220,NA,NA,NA,NA,1974,1976,2,40.292292,-79.881715
"16117","Jeff Pahukoa","Jeff","Pahukoa","Vancouver","WA","USA","2/9/1969","Washington","Los Angeles Rams","12th","311th",1991,"G-T","2-Jun",298,NA,NA,NA,NA,1923,1924,1,49.2827291,-123.1207375
"16118","Shane Pahukoa","Shane","Pahukoa","Vancouver","WA","USA","11/25/1970","Washington",NA,NA,NA,NA,"DB","2-Jun",202,NA,NA,NA,NA,1923,1924,1,49.2827291,-123.1207375
"16119","Lee Paige","Lee","Paige","Jackson","MS","USA","10/16/1960","Florida St.",NA,NA,NA,NA,"DB","Jun-00",197,NA,NA,NA,NA,1987,1987,0,37.0328728,-95.6316455
"16120","Stephone Paige","Stephone","Paige","Long Beach","CA","USA","10/15/1961","Fresno St.",NA,NA,NA,NA,"WR","2-Jun",184,NA,NA,NA,NA,1987,1987,0,33.7700504,-118.1937395
"16121","Tony Paige","Tony","Paige","Washington","SC","USA","10/14/1962","Virginia Tech","New York Jets","6th","149th",1984,"RB","10-May",225,NA,NA,NA,NA,1987,1987,0,47.7510741,-120.7401385
"16122","Homer Paine","Homer","Paine","Hennessey","OK","USA","9/20/1923","Tulsa","Philadelphia Eagles","14th","128th",1946,"T","Jun-00",235,NA,NA,NA,NA,1987,1987,0,29.7499778,-96.2832561
"16123","Jeff Paine","Jeff","Paine","Garland","TX","USA","8/19/1961","Texas A&M","Kansas City Chiefs","5th","134th",1984,"LB","2-Jun",224,NA,NA,NA,NA,1987,1987,0,32.912624,-96.6388833
"16124","Carl Painter","Carl","Painter","Norfolk","VA","USA","5/10/1964","Hampton","Detroit Lions","6th","142nd",1988,"RB","9-May",184,NA,NA,NA,NA,1987,1987,0,36.8507689,-76.2858726
"16125","Curtis Painter","Curtis","Painter","Watseka","IL","USA","6/24/1985","Purdue","Indianapolis Colts","6th","201st",2009,"QB","4-Jun",230,NA,NA,NA,NA,1987,1987,0,40.7761465,-87.7364218
"16127","Glenn Pakulak","Glenn","Pakulak","Pontiac","MI","USA","4/9/1980","Kentucky",NA,NA,NA,NA,"P","3-Jun",220,NA,NA,NA,NA,2008,2009,1,42.6389216,-83.2910468
"16128","Lou Palatella","Lou","Palatella","Vandergrift","PA","USA","7/28/1933","Pittsburgh","San Francisco 49ers","12th","141st",1955,"G-LB","2-Jun",230,NA,NA,NA,NA,1955,1958,3,40.6028434,-79.5647667
"16129","Lou Palazzi","Lou","Palazzi","Groton","CT","USA","6/26/1921","Penn St.","New York Giants","7th","56th",1943,"C","Jun-00",198,"1/7/2007","Dunmore","PA",NA,1955,1958,3,42.6112018,-71.5745152
"16130","Lonnie Palelei","Lonnie","Palelei","Nu'uuli",NA,"American Samoa","10/15/1970","Purdue","Pittsburgh Steelers","5th","135th",1993,"G-T","3-Jun",310,NA,NA,NA,NA,1955,1958,3,-14.3106025,-170.7131255
"16132","Jim Palermo","Jim","Palermo","Kansas City","KS","USA","3/31/1902","Missouri",NA,NA,NA,NA,"G-C","9-May",180,"10/26/1983","Shawnee Mission","KS",NA,1955,1958,3,39.0997265,-94.5785667
"16133","Al Palewicz","Al","Palewicz","Fort Worth","TX","USA","3/23/1950","Miami (FL)","Kansas City Chiefs","8th","197th",1973,"LB","1-Jun",215,NA,NA,NA,NA,1955,1958,3,32.7554883,-97.3307658
"16134","Tyler Palko","Tyler","Palko","Imperial","PA","USA","8/9/1983","Pittsburgh",NA,NA,NA,NA,"QB","1-Jun",215,NA,NA,NA,NA,1955,1958,3,45.5210299,-122.6785457
"16135","Mike Palm","Mike","Palm","St. James","MN","USA","1899-11-26","Penn St.",NA,NA,NA,NA,"BB-WB","10-May",170,"4/8/1974","Washington","DC",NA,1955,1958,3,36.874834,-94.876013
"16136","Ashlee Palmer","Ashlee","Palmer","Los Angeles","CA","USA","4/7/1986","Mississippi",NA,NA,NA,NA,"LB","1-Jun",223,NA,NA,NA,NA,1955,1958,3,34.0522342,-118.2436849
"16137","Carson Palmer","Carson","Palmer","Fresno","CA","USA","12/27/1979","USC","Cincinnati Bengals","1st","1st",2003,"QB","5-Jun",230,NA,NA,NA,NA,1955,1958,3,36.7377981,-119.7871247
"16138","Chuck Palmer","Chuck","Palmer","Chicago","IL","USA","2/15/1901","Northwestern",NA,NA,NA,NA,"BB-WB","10-May",185,"2/10/1974","Littleton","CO",NA,1955,1958,3,41.8781136,-87.6297982
"16139","David Palmer","David","Palmer","Birmingham","AL","USA","11/19/1972","Alabama","Minnesota Vikings","2nd","40th",1994,"WR","8-May",173,NA,NA,NA,NA,1955,1958,3,33.5185892,-86.8103567
"16140","Derrell Palmer","Derrell","Palmer","Breckenridge","TX","USA","8/27/1922","TCU","Chicago Bears","6th","49th",1943,"DT-T","2-Jun",240,"3/22/2009","Cleburne","TX",NA,1955,1958,3,39.4816537,-106.0383518
"16141","Dick Palmer","Dick","Palmer","Lexington","KY","USA","4/9/1947","Kentucky","Baltimore Colts","10th","252nd",1970,"LB","2-Jun",232,NA,NA,NA,NA,1955,1958,3,38.0405837,-84.5037164
"16142","Emile Palmer","Emile","Palmer","Landover","MD","USA","4/5/1973","Syracuse",NA,NA,NA,NA,"DT","3-Jun",320,NA,NA,NA,NA,1955,1958,3,38.9340002,-76.8966397
"16143","Gery Palmer","Gery","Palmer","Weimar","TX","USA","12/25/1950","Kansas","Baltimore Colts","4th","83rd",1973,"T","4-Jun",255,NA,NA,NA,NA,1955,1958,3,50.9794934,11.3235439
"16144","Jesse Palmer","Jesse","Palmer","Toronto",NA,"Canada","10/5/1978","Florida","New York Giants","4th","125th",2001,"QB","2-Jun",225,NA,NA,NA,NA,1955,1958,3,43.653226,-79.3831843
"16145","Jordan Palmer","Jordan","Palmer","Westkake Village","CA","USA","5/30/1984","Texas-El Paso","Washington Redskins","6th","205th",2007,"QB","5-Jun",232,NA,NA,NA,NA,1955,1958,3,34.1466467,-118.8073729
